ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Taiwan)	Indonesian	Persian	Hebrew
MMI-0062	현재 아티스트의 곡								Songs for this artist																								कलाकार द्वारा गाने	এই শিল্পীর গান	या कलाकारासाठी गाणी	ఈ ఆర్టిస్ట్ చే పాటలు	இந்த இசைக்கலைஞரின் பாடல்கள்	આ કલાકાર માટે ગીતો	ಈ ಕಲಾಕಾರರ ಹಾಡುಗಳು	ଏହି ଆର୍ଟିଷ୍ଟ ପାଇଁ ଗୀତଗୁଡିକ	ഈ ആർട്ടിസ്റ്റിന്‍റെ ഗാനങ്ങൾ	ਇਸ ਕਲਾਕਾਰ ਲਈ ਗੀਤ				
MMI-0063	현재 앨범의 곡								Songs for this album																								इस एल्बम के गाने	এই অ্যালবামের গান	या अल्बमसाठी गाणी	ఈ ఆల్బమ్ నుండి పాటలు	இந்த ஆல்பத்திற்கான பாடல்கள்	આ આલ્બમ માટે ગીતો	ಈ ಆಲ್ಬಮ್‌ ಹಾಡುಗಳು	ଏହି ଆଲବମ୍ ପାଇଁ ଗୀତଗୁଡିକ	ഈ ആൽബത്തിലുള്ള ഗാനങ്ങൾ	ਇਸ ਐਲਬਮ ਲਈ ਗੀਤ				
MMI-0064	목록								List																								सूची	তালিকা	यादी	జాబితా	பட்டியல்	યાદી	ಪಟ್ಟಿ	ତାଲିକା	പട്ടിക	ਸੂਚੀ				
MMI-0065	즐겨찾기								Favourites																								पसंदीदा	পছন্দসমূহ	फेवरिट्स	ఇష్టాంశాలు	விருப்பமானவை	ફેવરેટ	ಫೇವರೀಟ್‌ಗಳು	ପସନ୍ଦଗୁଡ଼ିକ	പ്രി യപ്പെ ട്ടവ	ਪਸੰਦੀਦਾ				
MMI-0066	현재 곡 이동								Show current track																								अभी चल रहा ट्रैक दिखाएँ	এখন প্লে করছে	वर्तमान ट्रॅक दर्शवा	ఇప్పుడు ప్లే అవుతోంది	தற்போதைய டிராக்கைக் காட்டவும்	વર્તમાન ટ્રેક બતાવે છે	ಪ್ರಸ್ತುತ ಟ್ರ್ಯಾಕ್ ತೋರಿಸಿ	ସମ୍ପ୍ରତି ଟ୍ରାକ୍ ଦେଖାଏ	നിലവിലെ ട്രാക്ക് കാണിക്കുക	ਵਰਤਮਾਨ ਟ੍ਰੈਕ ਦਿਖਾਓ				
MMI-0067	파일 정보								File information																								फाइल की जानकारी	ফাইলের তথ্য	फाईल माहिती	ఫైలు సమాచారం	கோப்பு தகவல்கள்	ફાઇલ માહિતી	ಫೈಲ್‌ ಮಾಹಿತಿ	ଫାଇଲ୍ ସୂଚନା	ഫയൽ വിവരങ്ങൾ	ਫ਼ਾਈਲ ਜਾਣਕਾਰੀ				
MMI-0068	오디오 변경								Change audio																								ऑडियो बदलें	অডিও পরিবর্তন করুন	ऑडिओ बदला	ఆడియోని మార్చండి	ஆடியோவை மாற்று	ઓડિયો બદલો	ಆಡಿಯೋ ಬದಲಿಸಿ	ଅଡିଓ ପରିବର୍ତ୍ତନ କରନ୍ତୁ	ഓഡിയോ മാറ്റുക	ਆਡੀਓ ਬਦਲੋ				
MMI-0069	디스플레이 설정								Display settings																								डिस्‍प्‍ले सेटिंग्स	ডিসপ্লে সেটিংস	डिस्प्ले सेटिंग्ज	డిస్‌ప్లే సెట్టింగ్‌లు	காட்சி அமைப்புகள்	ડિસ્પ્લે સેટિંગ્સ	ಡಿಸ್‌ಪ್ಲೇ ಸೆಟ್ಟಿಂಗ್‌ಗಳು	ଡିସପ୍ଲେ ସେଟିଂସ୍	ഡിസ്പ്ലേ ക്രമീകരണങ്ങൾ	ਡਿਸਪਲੇ ਸੈਟਿੰਗਾਂ				
MMI-0070	현재 파일 이동								Now playing																								अभी प्‍ले हो रहा है	এখন চলছে	आता खेळत आहे	ఇప్పుడు ప్లే చేస్తోంది	இப்போது இயக்கப்படுகிறது	હવે પ્લે કરી રહ્યા છે	ಈಗ ಪ್ಲೇ ಆಗುತ್ತಿದೆ	ବର୍ତ୍ତମାନ ଚାଳନ ହେଉଛି	ഇപ്പോൾ പ്ലേ ചെയ്യുന്നത്	ਹੁਣ ਚਲਾਈ ਜਾ ਰਹੀ ਹੈ				
MMI-0071	기기 변경								Change connection																								डिवाइस बदलें	সংযোগ পরিবর্তন করুন	कनेक्शन बदला	పరికరాన్ని మార్చండి	இணைப்பை மாற்றவும்	જોડાણ બદલો	ಸಂಪರ್ಕ ಬದಲಿಸಿ	ସଂଯୋଜନା ପରିବର୍ତ୍ତନ କରନ୍ତୁ	കണക്ഷൻ മാറ്റുക	ਕਨੈਕਸ਼ਨ ਬਦਲੋ				
MMI-0072	검색/경로								Navigation																								नेविगेशन	নেভিগেশন	नेव्हिगेशन	నావిగేషన్	நேவிகேஷன்	નેવિગેશન	ನ್ಯಾವಿಗೇಶನ್	ନାଭିଗେସନ୍	നാവിഗേഷൻ	ਨੈਵੀਗੇਸ਼ਨ				
MMI-0073	아이콘 이동								Rearrange icons																								आइकन फिर से व्यवस्थित करना	আইকনগুলি পুনর্সজ্জিত করুন	आयकॉन्सची पुनर्रचना करा	ఐకాన్‌లను రీఆర్డర్ చేయండి	ஐகான்களை மீண்டும் அமைக்கவும்	ચિહ્નો ફરીથી ગોઠવો	ಐಕಾನ್‌ಗಳನ್ನು ಪುನಃ ಹೊಂದಿಸಿ	ଆଇକନଗୁଡିକ ପୁନଃବ୍ୟବସ୍ଥାନ କରନ୍ତୁ	ഐക്കണുകൾ പുനഃക്രമീകരിക്കുക	ਆਈਕਨ ਮੁੜ-ਵਿਵਸਥਿਤ ਕਰੋ				
MMI-0074	통합 검색								Search																								खोजें	অনুসন্ধান করুন	शोधा	శోధించు	தேடு	શોધો	ಹುಡುಕಿ	ସନ୍ଧାନ କରନ୍ତୁ	തിരയുക	ਖੋਜੋ				
MMI-0075	확인								OK																								OK	OK	OK	OK	OK	OK	OK	OK	OK	OK				
MMI-0076	경유지 추가								Add tourpoint																								टूरपॉइंट जोड़ें	ট্যুরপয়েন্ট যোগ করুন	टूरपॉईंट जोडा	టూర్ పాయింట్ ను జోడించు	டூர்பாயின்ட் சேர்	પ્રવાસસ્થાન ઉમેરો	ಟೂರ್‌ಪಾಯಿಂಟ್ ಸೇರಿಸಿ	ଟୁରପଏଣ୍ଟ ଯୋଡନ୍ତୁ	ടൂർപോയിന്‍റ് ചേർക്കുക	ਸੈਰਸਪਾਟਾ ਥਾਂ ਜੋੜੋ				
MMI-0077	목적지 설정								Set as destination																								गंतव्य के रूप में सेट करें	গন্তব্য রূপে সেট	गंतव्यस्थान म्हणून सेट करा	గమ్యస్థానంగా సెట్ చేయండి	சேருமிடமாக அமை	લક્ષ્યસ્થાન તરીકે સેટ કરો	ಡೆಸ್ಟಿನೇಶನ್ ಎಂದು ಹೊಂದಿಸಿ	ଲକ୍ଷ୍ୟସ୍ଥଳ ଭାବରେ ସେଟ୍ କରନ୍ତୁ	ലക്ഷ്യസ്ഥാന.ക്രമീകരി.	ਮੰਜ਼ਿਲ ਵਜੋਂ ਸੈੱਟ ਕਰੋ				
MMI-0078	주차장								Parking																								पार्किंग	পার্কিং	पार्किंग	పార్కింగ్	பார்க்கிங்	પાર્કિંગ	ಪಾರ್ಕಿಂಗ್	ପାର୍କିଂ	പാർക്കിംഗ്	ਪਾਰਕਿੰਗ				
MMI-0079	안내 시작								Start guidance																								मार्गदर्शन शुरू करें	নির্দেশিকা শুরু করুন	मार्गदर्शन प्रारंभ करा	మార్గదర్శకాన్ని ప్రారంభించండి	வழிகாட்டியைத் தொடங்கு	માર્ગદર્શન શરૂ કરો	ಮಾರ್ಗದರ್ಶನ ಆರಂಭಿಸಿ	ମାର୍ଗଦର୍ଶନ ଆରମ୍ଭ କରନ୍ତୁ	മാർഗ്ഗനിർദ്ദേശം ആരംഭിക്കുക	ਮਾਰਗ-ਦਰਸ਼ਨ ਸ਼ੁਰੂ ਕਰੋ				
MMI-0080	지도 고정 2D								2D North up																								नॉर्थ अप 2D	নর্থ আপ	नॉर्थ अप 2D	ఉత్తరం వైపుకు 2D	வடக்கு நோக்கி 2D	નોર્થ અપ 2D	ಉತ್ತರಕ್ಕೆ ಮೇಲೆ 2D	ନର୍ଥ ଅପ୍ 2D	വടക്ക് മുകളിൽ 2D	2D ਵਿੱਚ ਉੱਤਰ ਵੱਲ				
MMI-0081	주행 방향 2D								2D heading up																								हेडिंग अप 2D	সঠিক দিক নির্দেশ	हेडिगं अप 2D	ముందు వైపుకు 2D	மேல் நோக்கி 2D	હેડિંગ અપ 2D	ಮೇಲ್ಯಾಗದತ್ತ 2D	ହେଡିଙ୍ଗ୍ ଅପ୍ 2D	ശീർഷകം മുകളിൽ 2D	2D ਵਿੱਚ ਉੱਪਰ ਵੱਲ				
MMI-0082	주행 방향 3D								3D heading up																								हेडिंग अप 3D	সঠিক দিক নির্দেশ	हेडिंग अप 3D	ముందు వైపుకు 3D	மேல் நோக்கி 3D	હેડિંગ અપ 3D	ಮೇಲ್ಯಾಗದತ್ತ 2D	ହେଡିଙ୍ଗ୍ ଅପ୍ 3D	ശീർഷകം മുകളിൽ 3D	3D ਵਿੱਚ ਉੱਪਰ ਵੱਲ				
MMI-0083	요약								Simple																								आसान	সহজ	सोपे	సాధారణ	எளியது	સરળ	ಸರಳ	ସରଳ	ലളിതം	ਸਧਾਰਨ				
MMI-0084	휴게소								Rest area																								विश्राम क्षेत्र	বিশ্রামের ক্ষেত্র	विश्रांती क्षेत्र	విశ్రాంతి ప్రదేశం	ஓய்வுப் பகுதி	આરામ કરવાનો વિસ્તાર	ವಿಶ್ರಾಂತಿ ಪ್ರದೇಶ	ବିଶ୍ରାମ କ୍ଷେତ୍ର	വിശ്രമ സ്ഥലം	ਵਿਸ਼ਰਾਮ ਖੇਤਰ				
MMI-0085	전체								Detailed																								विस्तृत	বিশদ	तपशीलवार	వివరణాత్మకంగా	விரிவானது	વિગતવાર	ವಿವರವಾದ	ବିବରଣୀ	വിശദമായത്	ਵਿਸਤ੍ਰਿਤ				
MMI-0086	내비게이션 안내 우선								Navigation prioritised																								नेविगेशन को प्राथमिकता दी गई	নেভিগেশন অগ্রাধিকারযুক্ত	नेव्हिगेशनला प्राधान्य दिले	నావిగేషన్ ప్రాధాన్యపరచబడింది	வழிசெலுத்தல் முன்னுரிமை	નેવિગેશનની અગ્રતાના આધારે	ನ್ಯಾವಿಗೇಶನ್‌ಗೆ ಆದ್ಯತೆ ನೀಡಲಾಗಿದೆ	ନାଭିଗେସନ୍ ପ୍ରାଥମିକତା	നാവിഗേഷന് മുൻഗണന നൽകി	ਨੈਵੀਗੇਸ਼ਨ ਨੂੰ ਤਰਜੀਹ ਦਿੱਤੀ ਗਈ				
MMI-0087	경로 취소								Cancel route																								रूट रद्द करें	রুট বা: করুন	मार्ग रद्द करा	రూట్‌ రద్దు	பாதையை ரத்துசெய்	માર્ગ રદ કરો	ರೂಟ್ ರದ್ದು	ମାର୍ଗ ବାତିଲ୍ କର	റൂട്ട് റ ദ്ദാക്കു.	ਰੂਟ ਰੱਦ ਕਰੋ				
MMI-0088	내비게이션								Navigation																								नेविगेशन	নেভিগেশন	नॅव्हिगेशन	నావిగేషన్	நேவிகேஷன்	નેવિગેશન	ನ್ಯಾವಿಗೇಶನ್	ନାଭିଗେସନ୍	നാവിഗേഷൻ	ਨੈਵੀਗੇਸ਼ਨ				
MMI-0089	경로 취소								Cancel route																								रूट रद्द करें	রুট বা: করুন	मार्ग रद्द करा	రూట్‌ ను రద్దు చేయి	பாதையை ரத்துசெய்	માર્ગ રદ કરો	ರೂಟ್ ರದ್ದು	ମାର୍ଗ ବାତିଲ୍ କର	റൂട്ട് റ ദ്ദാക്കു.	ਰੂਟ ਰੱਦ ਕਰੋ				
MMI-0090	경로 취소								Resume Route																								रूट रद्द करें	রুট বা: করুন	मार्ग रद्द करा	రూట్‌ రద్దు	பாதையை ரத்துசெய்	માર્ગ રદ કરો	ರೂಟ್ ರದ್ದು	ମାର୍ଗ ବାତିଲ୍ କର	റൂട്ട് റ ദ്ദാക്കു.	ਰੂਟ ਰੱਦ ਕਰੋ				
MMI-0091	주변 검색								POI category																								POI श्रेणी	POI বিভাগ	POI श्रेणी	POI వర్గం	POI வகை	POI શ્રેણી	POI ಕೆಟಗರಿ	POI ବର୍ଗ	POI വിഭാഗം	POI ਸ਼੍ਰੇਣੀ				
MMI-0092	주변 정보								Nearby info																								नज़दीकी जानकारी।	কাছাকাছি তথ্য।	जवळपासची माहिती.	సమీపంలోని సమాచారం.	அருகிலுள்ளவை தகவல்.	પાસેની માહિતી	ಹತ್ತಿರದ ಮಾಹಿತಿ.	ନିକଟସ୍ଥ ସୂଚନା।	ചുറ്റുവട്ട വിവരം.	ਨੇੜਲੀ ਜਾਣਕਾਰੀ।				
MMI-0093	주변 시설								Nearby POI																								निकटवर्ती POI	কাছাকাছি POI গুলো	जवळपासचे POI	సమీపంలోని POIలు	அருகிலுள்ள POIகள்	નજીકના POIS	ಹತ್ತಿರದ POIಗಳು	ନିକଟସ୍ଥ POIଗୁଡିକ	അടുത്തുള്ള POI-കൾ	ਨੇੜਲੇ POIs				
MMI-0094	최근 목적지								Previous destinations																								पिछले गंतव्य	আগের গন্তব্যগুলি	मागील गंतव्यस्थाने	మునుపటి గమ్యస్థానాలు	முந்தைய சேருமிடங்கள்	પાછલા લક્ષ્યસ્થાનો	ಹಿಂದಿನ ಡೆಸ್ಟಿನೇಶನ್‌ಗಳು	ପୂର୍ବବର୍ତ୍ତୀ ଲକ୍ଷ୍ୟସ୍ଥଳଗୁଡିକ	മുൻ ലക്ഷ്യസ്ഥാനങ്ങൾ	ਪਿਛਲੀਆਂ ਮੰਜ਼ਿਲਾਂ				
